match_id,map_name,team_a,team_b,team_a_win,best_of,event_stage,match_date,acs_diff,kills_diff,deaths_diff,assists_diff
167360,Split,NRG,LOUD,0,Bo3,Bracket Stage: Alpha - Semifinals,2023-02-19,-62.20000000000002,-27.0,26.0,-10.0
167360,Pearl,NRG,LOUD,1,Bo3,Bracket Stage: Alpha - Semifinals,2023-02-19,14.199999999999989,8.0,-8.0,22.0
167360,Fracture,NRG,LOUD,0,Bo3,Bracket Stage: Alpha - Semifinals,2023-02-19,-0.5999999999999943,-5.0,5.0,3.0
167361,Fracture,DRX,TALON,0,Bo3,Bracket Stage: Alpha - Semifinals,2023-02-19,-13.0,-6.0,6.0,5.0
167361,Ascent,DRX,TALON,1,Bo3,Bracket Stage: Alpha - Semifinals,2023-02-19,44.0,18.0,-17.0,13.0
167361,Icebox,DRX,TALON,1,Bo3,Bracket Stage: Alpha - Semifinals,2023-02-19,43.39999999999998,17.0,-17.0,12.0
167362,Icebox,Team Liquid,Team Secret,0,Bo3,Bracket Stage: Omega - Round of 16,2023-02-22,1.4000000000000057,-1.0,1.0,-16.0
167362,Fracture,Team Liquid,Team Secret,0,Bo3,Bracket Stage: Omega - Round of 16,2023-02-22,-33.400000000000006,-16.0,16.0,-21.0
167363,Ascent,Natus Vincere,KRÜ Esports,1,Bo3,Bracket Stage: Omega - Round of 16,2023-02-22,87.19999999999999,32.0,-32.0,25.0
167363,Lotus,Natus Vincere,KRÜ Esports,1,Bo3,Bracket Stage: Omega - Round of 16,2023-02-22,57.80000000000001,25.0,-25.0,11.0
167364,Ascent,ZETA DIVISION,LEVIATÁN,0,Bo3,Bracket Stage: Omega - Round of 16,2023-02-22,-85.80000000000001,-33.0,33.0,-9.0
167364,Pearl,ZETA DIVISION,LEVIATÁN,0,Bo3,Bracket Stage: Omega - Round of 16,2023-02-22,-20.600000000000023,-12.0,12.0,-4.0
167365,Split,Team Vitality,Global Esports,1,Bo3,Bracket Stage: Omega - Round of 16,2023-02-23,82.4,31.0,-31.0,12.0
167365,Pearl,Team Vitality,Global Esports,0,Bo3,Bracket Stage: Omega - Round of 16,2023-02-23,-9.0,-7.0,7.0,12.0
167365,Lotus,Team Vitality,Global Esports,1,Bo3,Bracket Stage: Omega - Round of 16,2023-02-23,36.0,13.0,-13.0,12.0
167366,Lotus,FUT Esports,Rex Regum Qeon,1,Bo3,Bracket Stage: Omega - Round of 16,2023-02-23,46.400000000000006,21.0,-21.0,6.0
167366,Pearl,FUT Esports,Rex Regum Qeon,1,Bo3,Bracket Stage: Omega - Round of 16,2023-02-23,3.8000000000000114,0.0,0.0,0.0
